,text,Annotation
608,"@OdiniaInvictus @SirajZarook @BilalIGhumman @IsraeliRegime Scandinavian people will not be displaced by Jews, they'll be displaced by Muslim",racism
609,"RT @brassidio: Muhammad burned Muslims to death for Missing Fajr Prayer.
 http://t.co/nFw0HpX0JW #IslamicState #ISIS #islam http://t.co/uPt…",racism
610,"@DorvalTony @brassidio If rape, murder, pedophelia, bigotry, war, sexism, and genocide are just and peaceful, the Islam is just and peaceful",racism
611,"@Dabiq_Warrior @Totenleserin In other words, you were too stupid to understand that your 7th century barbarity would bring more enemies.",racism
612,@Dabiq_Warrior @Totenleserin More like three thousand.  And most of it was done by the Kurdish girls.,racism
613,@Dabiq_Warrior @Totenleserin And it cost ISIS half their best fighters.  The city can be rebuilt - free of the ISIS animals.,racism
614,@Dabiq_Warrior @Totenleserin Countryside will be easy to take. Mosul and Raqqa will be difficult because the Daesh will hid behind civilians,racism
615,@Dabiq_Warrior @Totenleserin Daesh threw a major offensive Friday to show they were still strong.  They only managed to show their weakness.,racism
616,"@Totenleserin @Dabiq_Warrior That whole ""lions of Islam"" thing is like some kind of red neck comedy.",racism
617,"@Dabiq_Warrior @Totenleserin @P_Valerianus @CaliphFaggoti Buildings are not as valuable as the men you lost, even if they were rats.",racism
618,"RT @sudixitca: Pakistan is a nation of haters, killers and savages. See this @Razarumi tweet. Barbarism is in the masses' minds. http://t.c…",racism
619,RT @sudixitca: Greece is like a patient in the ICU who doesn't want to pay for the meds and hospital stay. #EUWelfareScheme,racism
620,Why would anyone loan money to Greece when they can be 99.9% certain it will never be paid back.,racism
621,@sajid_fairooz @IsraeliRegime Yes they are Jew hating barbarians.,racism
622,"@sajid_fairooz @IsraeliRegime And you are an obvious liar, because you pick the smallest part of the story to tell your lie with.",racism
623,"@sajid_fairooz @IsraeliRegime Then he attacked and defeated the third Medina tribe, beheaded all the men and enslaved women and children.",racism
624,"@sajid_fairooz @IsraeliRegime Then he launched a completely unprovoked attack on the Jews of Khybar, murdered many and stole their land.",racism
625,@sajid_fairooz @IsraeliRegime And periodically the Muslims went on rampages and murdered masses of Jews. This happed all over Muslim world.,racism
626,@sajid_fairooz @IsraeliRegime The treatment of Christians was nearly as bad.  And people not of the book were murdered outright.,racism
627,@sajid_fairooz @IsraeliRegime Not a single one was left in many gulf states.  And the process of their extermination continues.,racism
628,@sajid_fairooz @IsraeliRegime So don't feed me your little piece of taqiyya BS.,racism
629,@nyc2peach @sajid_fairooz @IsraeliRegime The Muslims are out of control and determined to steal the last tiny piece of land left to the Jews,racism
630,"@Annegrethe @GregJaffe Yeah, let the barbarians have it and hope they come for us last.",racism
631,"@PressTV Like every Muslim country, they find money for weapons, but they don't have the money for schools.",racism
632,RT @KenRoth: Women from Pakistan's Christian and Hindu minorities are particularly vulnerable to forced marriage to Muslim men. http://t.co…,racism
633,@UmarMal And yet our number and quality of schools are luxurious compared to Pakistan where 40% don't even have working toilets.,racism
634,"@UmarMal compared to the sewer and violence and poverty of Muslim Pakistan, Americans live in opulence.",racism
635,@UmarMal You Muslims should kiss our ass for buying your oil.  If we didn't you'd be riding camels and the population of the ME would be 1/3,racism
636,@UmarMal Colonizing and raping is how the Muslim world got to be the size it is.  The first crusades were Muslims invading Europe.,racism
637,"@UmarMal And without western invention, the Muslim oil resources would be nothing but a filthy, useless liquid.",racism
638,@UmarMal And I'm not sure how you can yammer about homelessness when Muslims are still murdering people for apostacy and blasphemy.,racism
639,@Citywolf_IS3 @azzamalirhabi Looks like the Daeshbags are now completely broken and fleeing the Kobane area. http://t.co/gZnfQd5nNi,racism
640,"@seekingjannah3 @Citywolf_IS3 @Censored31 Yes, but it smells great now that the Daesh rats have run.",racism
641,@Agha_Memnun @BreitbartNews This is what Christians and other non Muslims have had to deal with for 1400 years in the Middle East.,racism
642,"RT @sudixitca: Our Prophet Our Honor = Rape, Beheadings, and Genocide Our Honor = Muhammad Does not Deserve Respect.",racism
643,@ameytahl Leave it to some microbrain to get sanctimonious by finding a way to play the race card.,racism
644,@ameytahl @buberzionist @MJayRosenberg Maybe you should encourage more Jewish girls to marry black men to show how you are open minded.,racism
645,@ameytahl @Sam_Schulman @mathof1 I hear all kinds of people say that Jews control the agenda and the media.,racism
646,@UmarMal You sound like an Islamolunatic.,racism
647,"@UmarMal All the rest are impoverished, like every Muslim country that doesn't have an ocean of oil.",racism
648,"@UmarMal A worshipper of the pedophile prophet has no room to call anyone a biggot, since Islam is a religion of hate and bigotry.",racism
649,@aliabdalhamid @izrinhariri Obviously you know nothing about your religion.  Permission to rape slave girls is in both Quran and Hadiths.,racism
650,"@aliabdalhamid @izrinhariri In Islam, the only ""innocent souls"" are Muslims.  Anyone else is fair game for any abuse.",racism
651,RT @sudixitca: I once again want to express my gratitude towards my ancestors for not converting to Islam. I would have no place to hide in…,racism
652,"@BBCBreaking Yes, we have heard it a million times.  Islam is not about Islam.",racism
653,"RT @saraewilliams: New chant outside the diwan in #Amman: ""No Tahawi, no Zarqawi, we want to execute al-Rishawi""",racism
654,"RT @DavidJo52951945: In the UK like idiots we give jihadis rehabilitation, Jordan execute them. We are a joke http://t.co/WlkeDRKvnZ",racism
655,@hahellyer True. Stoning and beheading were much more to Mohammed's taste.,racism
656,@Missy10013Kathy More of the same kind of burning by other Muslims. http://t.co/qG7AQjdGAQ #Islam,racism
657,@JenniHesterman Religion is a factor.  ISIS kills Sunnis for disobedience.  They kill religious minorities just for being non Sunni Muslims.,racism
658,"Different groups in the ME are competing to see who can be the most Islamic by being the most barbaric, autocratic, and inhuman. #Islam",racism
659,"@dlsaudiarabian Yes, it's a violation of Islam because Islam demands that he be beheaded rather than burned.",racism
660,RT @Joeadeh: The Islamic Organization (ISIL) forcing Christian people remaining in Mosul to attend sessions for Koran conservation http://t…,racism
661,@Brown_Saraah Terrorism has been the core of Islam ever since the fraudulent prophet Mohammed invented it.,racism
662,RT @TRobinsonNewEra: http://t.co/SCPKHxreTP BREAKING NEWS: 25 muslim men charged with sexual offences against two children in Calderdal #ha…,racism
663,RT @PamelaGeller: UK: Hundreds more Muslim child rape gang cases discovered; authorities still hiding them for fear of islamopho... http://…,racism
664,RT @zezitom: If we dont ban #ISLAM they'll ban us RT @ArcticFox2016: New Islamic State Video Features French (cont) http://t.co/3WnMheGUhv,racism
665,"Our journalists watch ISIS burn a man in a cage, and they respond with the same tired cliche about ""hijacking the religion"" BS! It's #Islam",racism
666,"@semzyxx @NAInfidels @owais00 There is nothing in the Quran about forbidding child marriages, and Mohammed married Ashia at the age of 6.",racism
667,"@owais00 @semzyxx @NAInfidels Wrong, microbrain, she was 6, and you, like your prophet, are a liar. Here is the proof http://t.co/Q95eI17SuA",racism
668,@semzyxx @NAInfidels @owais00 Debunked what ignorant one.  You are debunked by this. 8 Hadith say she was six. http://t.co/4OQ6GYKnWB,racism
669,@semzyxx @NAInfidels @owais00 Again proving how Muslims are liars.  The Muslim students of USC have a Hadith database.,racism
670,@semzyxx @NAInfidels @owais00 And the Muslim students Hadith database shows Ashia was 6 when the pedo Mohammed married her.,racism
671,@semzyxx @NAInfidels @owais00 Muslims always look to excuse the barbarity of Islam by changing the subject.,racism
672,@rico_hands @semzyxx @NAInfidels @owais00 Another  Muslim troll trying to hide the fact that his prophet was a pedophile by changing subject,racism
673,@rico_hands @semzyxx @NAInfidels @owais00 Following example of their prophet Muslims are still commonly marrying children. No one else is.,racism
674,@rico_hands @NAInfidels @semzyxx @owais00 Who cares.  Jews don't marry children.  Muslims do.  All the time.,racism
675,@rico_hands @NAInfidels @semzyxx @owais00 Nothing justifies the existence of any Muslim country.  All Muslim land is stolen land.,racism
676,"@rico_hands @NAInfidels @semzyxx @owais00 Hey, idiot! You can't use the problems of Judaism to justify the barbarity of the Quran.",racism
677,"@semzyxx @NAInfidels @owais00 Furthermore, you cannot identify a single verse of the Quran that limits the age of marriage of a girl.",racism
678,"@semzyxx @owais00 Again, a Muslim liar trying to change the subject to hide the proven fact that her prophet is a pedophile.",racism
679,@semzyxx Do you approve of your prophet raping children?,racism
680,@semzyxx @NAInfidels @owais00 I don't give a shit about what the Talmud says because  Jews all live under secular laws not under Talmud.,racism
681,@semzyxx @NAInfidels @owais00 But Muslims are dying to live under Sharia and to bring back all the vileness and barbarity of their prophet.,racism
682,"@semzyxx @NAInfidels @owais00 As you can see for yourself, pedophelia is illegal in Israel, but is legal in Muslim countries. Outlaw Islam!",racism
683,"@semzyxx Do you approve of your pedophile prophet raping a 9 year old girl, like it says in 7 hadith?",racism
684,"@semzyxx Your prophet was a low life murdering, raping, robbing, bigoted, sexist, pedophile.",racism
685,"@semzyxx Now, since you claim that Islam limits age of marriage, but produce no verses to back up your lies, you are blocked.",racism
686,@obsurfer84 This guy is a Muslim who is lying Mohammed. There are 7 Hadith that clearly and explicitly state that Aisha was 6 when married.,racism
687,When Muslims try to defend their prophet against pedophelia they never tell you about the proof that he was a pedo. http://t.co/19RSG7nHAh,racism
688,@obsurfer84 The story about her age came from both Aisha and Ursa. It can be found in both Bukhari and Muslim.,racism
689,"@obsurfer84 Furthermore, all the Hadiths about Aisha's age are classified as Sahih - meaning Sound.",racism
690,@obsurfer84 @teenage Dodge rambles on making assertion after assertion with zero evidence and no references in Quran or Hadith. It's garbage,racism
691,@obsurfer84 Defensive sword? ROFLMAO. The Muslims defended themselves all the way to France and India.,racism
692,@obsurfer84 What was Mohammed defending when he attacked the Jews of Khybar?,racism
693,@PatVPeters Funny how defenders of Islam like to bring up the crusades. But the Muslim crusaders were attacking Christianity first.,racism
694,@PatVPeters Obama refuses to recognize that there is no difference between the behavior of the prophet Mohammed and ISIS.,racism
695,"RT @WolfSpirit2013: Obama's peaceful Islam. Islam that ""no one"" is allowed to challenge, even if it means muslims threatening your life. ht…",racism
696,RT @joe_nuzz: Why Our President Chose to Insult Christianity and Excuse Militant Islam at the National Prayer Breakfast   http://t.co/c6IwF…,racism
697,RT @joysamcyborg: Nazism has revisited Europe..this time in garb of Islam. Wave of Antisemitism hits Europe http://t.co/blWnZAHwP5 http://t…,racism
698,"RT @joe_nuzz: Ezra Levant - From Canadian jihadis to ISIS, it's all Islam http://t.co/hWHVLwbWIS via @wordpressdotcom",racism
699,@oni_keji @TheAtlantic This is political opinion.  The truth is that Islam is itself radical and we must outlaw it.,racism
700,@oni_keji @TheAtlantic The Quran clearly and explicitly declared war on all humanity 1400 years ago.  So humanity must declare war on Islam.,racism
701,"@teddyboylocsin @tweetybird2009 @PatVPeters ISIS beheads people, Mohammed beheaded 600 Jews in one day.",racism
702,@teddyboylocsin @tweetybird2009 @PatVPeters Mohammed was a caravan robber.  ISIS steals others property.,racism
703,"@teddyboylocsin @tweetybird2009 @PatVPeters Mohammed had people,who disagreed with him murdered. ISIS murders the same.",racism
704,@teddyboylocsin Mohammed told women to cover up and stay home.  ISIS tells women to cover up and stay home.,racism
705,@teddyboylocsin @tweetybird2009 @PatVPeters Mohammed was an imperialist that led 17 major military expeditions. ISIS is imperialist.,racism
